"","n","k","Largos","distri"
"5908",90,24,2,1
"5909",90,24,9,1
"5910",90,24,24,1
"5911",90,24,14,1
"5912",90,24,12,1
"5913",90,24,34,1
"5914",90,24,13,1
"5915",90,24,12,1
"5916",90,24,7,1
"5917",90,24,14,1
"5918",90,24,21,1
"5919",90,24,3,1
"5920",90,24,25,1
"5921",90,24,23,1
"5922",90,24,13,1
"5923",90,24,20,1
"5924",90,24,19,1
"5925",90,24,15,1
"5926",90,24,12,1
"5927",90,24,30,1
"5928",90,24,12,1
"5929",90,24,6,1
"5930",90,24,13,1
"5931",90,24,23,1
"5932",90,24,3,1
"5933",90,24,22,1
"5934",90,24,12,1
"5935",90,24,10,1
"5936",90,24,20,1
"5937",90,24,17,1
"5938",90,24,20,1
"5939",90,24,16,1
"5940",90,24,19,1
"5941",90,24,25,1
"5942",90,24,8,1
"5943",90,24,39,1
"5944",90,24,12,1
"5945",90,24,11,1
"5946",90,24,8,1
"5947",90,24,14,1
"5948",90,24,15,1
"5949",90,24,13,1
"5950",90,24,23,1
"5951",90,24,14,1
"5952",90,24,6,1
"5953",90,24,29,1
"5954",90,24,13,1
"5955",90,24,17,1
"5956",90,24,7,1
"5957",90,24,20,1
"5958",90,24,11,1
"5959",90,24,31,1
"5960",90,24,7,1
"5961",90,24,15,1
"5962",90,24,6,1
"5963",90,24,13,1
"5964",90,24,15,1
"5965",90,24,16,1
"5966",90,24,10,1
"5967",90,24,6,1
"5968",90,24,50,1
"5969",90,24,14,1
"5970",90,24,9,1
"5971",90,24,18,1
"5972",90,24,20,1
"5973",90,24,5,1
"5974",90,24,2,1
"5975",90,24,23,1
"5976",90,24,19,1
"5977",90,24,12,1
"5978",90,24,9,1
"5979",90,24,5,1
"5980",90,24,4,1
"5981",90,24,17,1
"5982",90,24,6,1
"5983",90,24,38,1
"5984",90,24,33,1
"5985",90,24,10,1
"5986",90,24,4,1
"5987",90,24,15,1
"5988",90,24,10,1
"5989",90,24,10,1
"5990",90,24,54,1
"5991",90,24,16,1
"5992",90,24,27,1
"5993",90,24,27,1
"5994",90,24,6,1
"5995",90,24,17,1
"5996",90,24,20,1
"5997",90,24,7,1
"5998",90,24,17,1
"5999",90,24,30,1
"6000",90,24,25,1
"6001",40,36,14,1
"6002",40,36,9,1
"6003",40,36,28,1
"6004",40,36,8,1
"6005",40,36,57,1
"6006",40,36,14,1
"6007",40,36,24,1
"6008",40,36,11,1
"6009",40,36,9,1
"6010",40,36,14,1
"6011",40,36,160,1
"6012",40,36,34,1
"6013",40,36,32,1
"6014",40,36,11,1
"6015",40,36,19,1
"6016",40,36,34,1
"6017",40,36,21,1
"6018",40,36,106,1
"6019",40,36,19,1
"6020",40,36,6,1
"6021",40,36,57,1
"6022",40,36,81,1
"6023",40,36,21,1
"6024",40,36,75,1
"6025",40,36,14,1
"6026",40,36,11,1
"6027",40,36,11,1
"6028",40,36,6,1
"6029",40,36,41,1
"6030",40,36,14,1
"6031",40,36,9,1
"6032",40,36,4,1
"6033",40,36,26,1
"6034",40,36,61,1
"6035",40,36,3,1
"6036",40,36,14,1
"6037",40,36,22,1
"6038",40,36,9,1
"6039",40,36,40,1
"6040",40,36,83,1
"6041",40,36,18,1
"6042",40,36,16,1
"6043",40,36,18,1
"6044",40,36,2,1
"6045",40,36,13,1
"6046",40,36,13,1
"6047",40,36,52,1
"6048",40,36,9,1
"6049",40,36,12,1
"6050",40,36,19,1
"6051",40,36,14,1
"6052",40,36,55,1
"6053",40,36,27,1
"6054",40,36,15,1
"6055",40,36,163,1
"6056",40,36,9,1
"6057",40,36,9,1
"6058",40,36,23,1
"6059",40,36,9,1
"6060",40,36,39,1
"6061",40,36,10,1
"6062",40,36,15,1
"6063",40,36,3,1
"6064",40,36,3,1
"6065",40,36,15,1
"6066",40,36,17,1
"6067",40,36,7,1
"6068",40,36,9,1
"6069",40,36,55,1
"6070",40,36,10,1
"6071",40,36,5,1
"6072",40,36,9,1
"6073",40,36,60,1
"6074",40,36,120,1
"6075",40,36,16,1
"6076",40,36,42,1
"6077",40,36,9,1
"6078",40,36,6,1
"6079",40,36,16,1
"6080",40,36,48,1
"6081",40,36,59,1
"6082",40,36,8,1
"6083",40,36,48,1
"6084",40,36,14,1
"6085",40,36,17,1
"6086",40,36,8,1
"6087",40,36,101,1
"6088",40,36,20,1
"6089",40,36,71,1
"6090",40,36,7,1
"6091",40,36,13,1
"6092",40,36,76,1
"6093",40,36,12,1
"6094",40,36,6,1
"6095",40,36,15,1
"6096",40,36,65,1
"6097",40,36,37,1
"6098",40,36,5,1
"6099",40,36,20,1
"6100",40,36,9,1
"6101",40,36,22,1
"6102",40,36,31,1
"6103",40,36,17,1
"6104",40,36,111,1
"6105",40,36,21,1
"6106",40,36,15,1
"6107",40,36,39,1
"6108",40,36,11,1
"6109",40,36,58,1
"6110",40,36,20,1
"6111",40,36,34,1
"6112",40,36,91,1
"6113",40,36,13,1
"6114",40,36,10,1
"6115",40,36,10,1
"6116",40,36,35,1
"6117",40,36,79,1
"6118",40,36,13,1
"6119",40,36,7,1
"6120",40,36,35,1
"6121",40,36,20,1
"6122",40,36,14,1
"6123",40,36,7,1
"6124",40,36,109,1
"6125",40,36,17,1
"6126",40,36,7,1
"6127",40,36,29,1
"6128",40,36,14,1
"6129",40,36,7,1
"6130",40,36,16,1
"6131",40,36,20,1
"6132",40,36,13,1
"6133",40,36,63,1
"6134",40,36,44,1
"6135",40,36,31,1
"6136",40,36,15,1
"6137",40,36,14,1
"6138",40,36,90,1
"6139",40,36,12,1
"6140",40,36,104,1
"6141",40,36,100,1
"6142",40,36,30,1
"6143",40,36,11,1
"6144",40,36,10,1
"6145",40,36,7,1
"6146",40,36,23,1
"6147",40,36,12,1
"6148",40,36,28,1
"6149",40,36,44,1
"6150",40,36,41,1
"6151",40,36,19,1
"6152",40,36,17,1
"6153",40,36,14,1
"6154",40,36,13,1
"6155",40,36,6,1
"6156",40,36,189,1
"6157",40,36,13,1
"6158",40,36,15,1
"6159",40,36,118,1
"6160",40,36,22,1
"6161",40,36,64,1
"6162",40,36,42,1
"6163",40,36,15,1
"6164",40,36,114,1
"6165",40,36,7,1
"6166",40,36,8,1
"6167",40,36,133,1
"6168",40,36,12,1
"6169",40,36,13,1
"6170",40,36,82,1
"6171",40,36,49,1
"6172",40,36,10,1
"6173",40,36,187,1
"6174",40,36,14,1
"6175",40,36,11,1
"6176",40,36,31,1
"6177",40,36,7,1
"6178",40,36,26,1
"6179",40,36,20,1
"6180",40,36,10,1
"6181",40,36,4,1
"6182",40,36,33,1
"6183",40,36,174,1
"6184",40,36,64,1
"6185",40,36,40,1
"6186",40,36,12,1
"6187",40,36,6,1
"6188",40,36,6,1
"6189",40,36,16,1
"6190",40,36,6,1
"6191",40,36,16,1
"6192",40,36,134,1
"6193",40,36,89,1
"6194",40,36,10,1
"6195",40,36,11,1
"6196",40,36,47,1
"6197",40,36,17,1
"6198",40,36,8,1
"6199",40,36,39,1
"6200",40,36,7,1
"6201",50,36,30,1
"6202",50,36,6,1
"6203",50,36,26,1
"6204",50,36,29,1
"6205",50,36,19,1
"6206",50,36,12,1
"6207",50,36,19,1
"6208",50,36,11,1
"6209",50,36,9,1
"6210",50,36,9,1
"6211",50,36,5,1
"6212",50,36,11,1
"6213",50,36,12,1
"6214",50,36,40,1
"6215",50,36,27,1
"6216",50,36,22,1
"6217",50,36,10,1
"6218",50,36,56,1
"6219",50,36,305,1
"6220",50,36,6,1
"6221",50,36,11,1
"6222",50,36,11,1
"6223",50,36,27,1
"6224",50,36,8,1
"6225",50,36,7,1
"6226",50,36,16,1
"6227",50,36,35,1
"6228",50,36,4,1
"6229",50,36,36,1
"6230",50,36,11,1
"6231",50,36,8,1
"6232",50,36,26,1
"6233",50,36,57,1
"6234",50,36,48,1
"6235",50,36,25,1
"6236",50,36,18,1
"6237",50,36,8,1
"6238",50,36,16,1
"6239",50,36,51,1
"6240",50,36,9,1
"6241",50,36,20,1
"6242",50,36,10,1
"6243",50,36,7,1
"6244",50,36,5,1
"6245",50,36,17,1
"6246",50,36,11,1
"6247",50,36,54,1
"6248",50,36,131,1
"6249",50,36,65,1
"6250",50,36,136,1
"6251",50,36,6,1
"6252",50,36,28,1
"6253",50,36,47,1
"6254",50,36,14,1
"6255",50,36,12,1
"6256",50,36,16,1
"6257",50,36,23,1
"6258",50,36,21,1
"6259",50,36,26,1
"6260",50,36,27,1
"6261",50,36,17,1
"6262",50,36,12,1
"6263",50,36,41,1
"6264",50,36,4,1
"6265",50,36,98,1
"6266",50,36,17,1
"6267",50,36,16,1
"6268",50,36,5,1
"6269",50,36,9,1
"6270",50,36,111,1
"6271",50,36,13,1
"6272",50,36,22,1
"6273",50,36,20,1
"6274",50,36,18,1
"6275",50,36,9,1
"6276",50,36,13,1
"6277",50,36,7,1
"6278",50,36,11,1
"6279",50,36,12,1
"6280",50,36,59,1
"6281",50,36,29,1
"6282",50,36,14,1
"6283",50,36,33,1
"6284",50,36,10,1
"6285",50,36,16,1
"6286",50,36,12,1
"6287",50,36,55,1
"6288",50,36,8,1
"6289",50,36,13,1
"6290",50,36,12,1
"6291",50,36,52,1
"6292",50,36,17,1
"6293",50,36,28,1
"6294",50,36,7,1
"6295",50,36,23,1
"6296",50,36,24,1
"6297",50,36,32,1
"6298",50,36,29,1
"6299",50,36,14,1
"6300",50,36,14,1
"6301",50,36,6,1
"6302",50,36,5,1
"6303",50,36,26,1
"6304",50,36,19,1
"6305",50,36,9,1
"6306",50,36,26,1
"6307",50,36,15,1
"6308",50,36,7,1
"6309",50,36,14,1
"6310",50,36,7,1
"6311",50,36,12,1
"6312",50,36,20,1
"6313",50,36,89,1
"6314",50,36,14,1
"6315",50,36,26,1
"6316",50,36,19,1
"6317",50,36,32,1
"6318",50,36,38,1
"6319",50,36,33,1
"6320",50,36,19,1
"6321",50,36,32,1
"6322",50,36,30,1
"6323",50,36,13,1
"6324",50,36,104,1
"6325",50,36,6,1
"6326",50,36,16,1
"6327",50,36,11,1
"6328",50,36,7,1
"6329",50,36,114,1
"6330",50,36,18,1
"6331",50,36,9,1
"6332",50,36,108,1
"6333",50,36,132,1
"6334",50,36,5,1
"6335",50,36,9,1
"6336",50,36,21,1
"6337",50,36,41,1
"6338",50,36,18,1
"6339",50,36,10,1
"6340",50,36,11,1
"6341",50,36,4,1
"6342",50,36,43,1
"6343",50,36,2,1
"6344",50,36,8,1
"6345",50,36,24,1
"6346",50,36,15,1
"6347",50,36,10,1
"6348",50,36,5,1
"6349",50,36,44,1
"6350",50,36,139,1
"6351",50,36,21,1
"6352",50,36,40,1
"6353",50,36,15,1
"6354",50,36,14,1
"6355",50,36,18,1
"6356",50,36,91,1
"6357",50,36,10,1
"6358",50,36,9,1
"6359",50,36,8,1
"6360",50,36,11,1
"6361",50,36,30,1
"6362",50,36,59,1
"6363",50,36,36,1
"6364",50,36,15,1
"6365",50,36,9,1
"6366",50,36,14,1
"6367",50,36,22,1
"6368",50,36,6,1
"6369",50,36,11,1
"6370",50,36,5,1
"6371",50,36,42,1
"6372",50,36,38,1
"6373",50,36,40,1
"6374",50,36,22,1
"6375",50,36,7,1
"6376",50,36,6,1
"6377",50,36,16,1
"6378",50,36,59,1
"6379",50,36,4,1
"6380",50,36,4,1
"6381",50,36,36,1
"6382",50,36,18,1
"6383",50,36,9,1
"6384",50,36,14,1
"6385",50,36,45,1
"6386",50,36,12,1
"6387",50,36,8,1
"6388",50,36,20,1
"6389",50,36,8,1
"6390",50,36,16,1
"6391",50,36,10,1
"6392",50,36,7,1
"6393",50,36,48,1
"6394",50,36,5,1
"6395",50,36,51,1
"6396",50,36,3,1
"6397",50,36,16,1
"6398",50,36,16,1
"6399",50,36,29,1
"6400",50,36,27,1
"6401",60,36,28,1
"6402",60,36,31,1
"6403",60,36,21,1
"6404",60,36,10,1
"6405",60,36,9,1
"6406",60,36,104,1
"6407",60,36,13,1
"6408",60,36,16,1
"6409",60,36,4,1
"6410",60,36,16,1
"6411",60,36,11,1
"6412",60,36,29,1
"6413",60,36,4,1
"6414",60,36,5,1
"6415",60,36,169,1
"6416",60,36,20,1
"6417",60,36,32,1
"6418",60,36,9,1
"6419",60,36,8,1
"6420",60,36,26,1
"6421",60,36,6,1
"6422",60,36,20,1
"6423",60,36,12,1
"6424",60,36,7,1
"6425",60,36,12,1
"6426",60,36,6,1
"6427",60,36,12,1
"6428",60,36,17,1
"6429",60,36,7,1
"6430",60,36,17,1
"6431",60,36,13,1
"6432",60,36,15,1
"6433",60,36,10,1
"6434",60,36,9,1
"6435",60,36,23,1
"6436",60,36,12,1
"6437",60,36,15,1
"6438",60,36,3,1
"6439",60,36,12,1
"6440",60,36,7,1
"6441",60,36,12,1
"6442",60,36,39,1
"6443",60,36,5,1
"6444",60,36,10,1
"6445",60,36,35,1
"6446",60,36,17,1
"6447",60,36,52,1
"6448",60,36,14,1
"6449",60,36,10,1
"6450",60,36,19,1
"6451",60,36,7,1
"6452",60,36,23,1
"6453",60,36,11,1
"6454",60,36,25,1
"6455",60,36,16,1
"6456",60,36,38,1
"6457",60,36,16,1
"6458",60,36,4,1
"6459",60,36,17,1
"6460",60,36,24,1
"6461",60,36,18,1
"6462",60,36,178,1
"6463",60,36,29,1
"6464",60,36,5,1
"6465",60,36,20,1
"6466",60,36,11,1
"6467",60,36,4,1
"6468",60,36,15,1
"6469",60,36,11,1
"6470",60,36,21,1
"6471",60,36,30,1
"6472",60,36,16,1
"6473",60,36,29,1
"6474",60,36,29,1
"6475",60,36,30,1
"6476",60,36,52,1
"6477",60,36,5,1
"6478",60,36,36,1
"6479",60,36,9,1
"6480",60,36,8,1
"6481",60,36,14,1
"6482",60,36,14,1
"6483",60,36,13,1
"6484",60,36,12,1
"6485",60,36,8,1
"6486",60,36,7,1
"6487",60,36,22,1
"6488",60,36,8,1
"6489",60,36,9,1
"6490",60,36,10,1
"6491",60,36,7,1
"6492",60,36,5,1
"6493",60,36,12,1
"6494",60,36,8,1
"6495",60,36,13,1
"6496",60,36,20,1
"6497",60,36,7,1
"6498",60,36,5,1
"6499",60,36,17,1
"6500",60,36,12,1
"6501",60,36,27,1
"6502",60,36,15,1
"6503",60,36,13,1
"6504",60,36,29,1
"6505",60,36,11,1
"6506",60,36,10,1
"6507",60,36,10,1
"6508",60,36,22,1
"6509",60,36,3,1
"6510",60,36,32,1
"6511",60,36,8,1
"6512",60,36,15,1
"6513",60,36,17,1
"6514",60,36,12,1
"6515",60,36,9,1
"6516",60,36,4,1
"6517",60,36,39,1
"6518",60,36,11,1
"6519",60,36,4,1
"6520",60,36,9,1
"6521",60,36,64,1
"6522",60,36,22,1
"6523",60,36,14,1
"6524",60,36,7,1
"6525",60,36,12,1
"6526",60,36,31,1
"6527",60,36,8,1
"6528",60,36,13,1
"6529",60,36,5,1
"6530",60,36,20,1
"6531",60,36,6,1
"6532",60,36,7,1
"6533",60,36,29,1
"6534",60,36,22,1
"6535",60,36,9,1
"6536",60,36,7,1
"6537",60,36,8,1
"6538",60,36,16,1
"6539",60,36,9,1
"6540",60,36,17,1
"6541",60,36,23,1
"6542",60,36,10,1
"6543",60,36,23,1
"6544",60,36,49,1
"6545",60,36,15,1
"6546",60,36,13,1
"6547",60,36,21,1
"6548",60,36,7,1
"6549",60,36,2,1
"6550",60,36,7,1
"6551",60,36,5,1
"6552",60,36,13,1
"6553",60,36,28,1
"6554",60,36,9,1
"6555",60,36,22,1
"6556",60,36,12,1
"6557",60,36,14,1
"6558",60,36,9,1
"6559",60,36,3,1
"6560",60,36,6,1
"6561",60,36,13,1
"6562",60,36,23,1
"6563",60,36,6,1
"6564",60,36,11,1
"6565",60,36,20,1
"6566",60,36,11,1
"6567",60,36,18,1
"6568",60,36,12,1
"6569",60,36,27,1
"6570",60,36,14,1
"6571",60,36,7,1
"6572",60,36,31,1
"6573",60,36,22,1
"6574",60,36,9,1
"6575",60,36,12,1
"6576",60,36,4,1
"6577",60,36,23,1
"6578",60,36,8,1
"6579",60,36,11,1
"6580",60,36,20,1
"6581",60,36,5,1
"6582",60,36,7,1
"6583",60,36,21,1
"6584",60,36,26,1
"6585",60,36,14,1
"6586",60,36,26,1
"6587",60,36,12,1
"6588",60,36,7,1
"6589",60,36,39,1
"6590",60,36,19,1
"6591",60,36,5,1
"6592",60,36,8,1
"6593",60,36,9,1
"6594",60,36,7,1
"6595",60,36,7,1
"6596",60,36,47,1
"6597",60,36,2,1
"6598",60,36,13,1
"6599",60,36,17,1
"6600",60,36,10,1
"6601",70,36,22,1
"6602",70,36,14,1
"6603",70,36,12,1
"6604",70,36,5,1
"6605",70,36,15,1
"6606",70,36,14,1
"6607",70,36,19,1
"6608",70,36,20,1
"6609",70,36,42,1
"6610",70,36,24,1
"6611",70,36,5,1
"6612",70,36,35,1
"6613",70,36,21,1
"6614",70,36,23,1
"6615",70,36,31,1
"6616",70,36,32,1
"6617",70,36,5,1
"6618",70,36,50,1
"6619",70,36,10,1
"6620",70,36,22,1
"6621",70,36,38,1
"6622",70,36,15,1
"6623",70,36,25,1
"6624",70,36,23,1
"6625",70,36,7,1
"6626",70,36,33,1
"6627",70,36,12,1
"6628",70,36,19,1
"6629",70,36,16,1
"6630",70,36,184,1
"6631",70,36,6,1
"6632",70,36,13,1
"6633",70,36,34,1
"6634",70,36,10,1
"6635",70,36,26,1
"6636",70,36,6,1
"6637",70,36,30,1
"6638",70,36,7,1
"6639",70,36,11,1
"6640",70,36,33,1
"6641",70,36,13,1
"6642",70,36,6,1
"6643",70,36,21,1
"6644",70,36,11,1
"6645",70,36,6,1
"6646",70,36,20,1
"6647",70,36,19,1
"6648",70,36,11,1
"6649",70,36,9,1
"6650",70,36,12,1
"6651",70,36,35,1
"6652",70,36,15,1
"6653",70,36,5,1
"6654",70,36,33,1
"6655",70,36,22,1
"6656",70,36,15,1
"6657",70,36,12,1
"6658",70,36,8,1
"6659",70,36,5,1
"6660",70,36,15,1
"6661",70,36,19,1
"6662",70,36,12,1
"6663",70,36,18,1
"6664",70,36,33,1
"6665",70,36,10,1
"6666",70,36,13,1
"6667",70,36,32,1
"6668",70,36,10,1
"6669",70,36,4,1
"6670",70,36,21,1
"6671",70,36,8,1
"6672",70,36,12,1
"6673",70,36,80,1
"6674",70,36,20,1
"6675",70,36,11,1
"6676",70,36,13,1
"6677",70,36,14,1
"6678",70,36,20,1
"6679",70,36,40,1
"6680",70,36,20,1
"6681",70,36,16,1
"6682",70,36,11,1
"6683",70,36,17,1
"6684",70,36,16,1
"6685",70,36,14,1
"6686",70,36,22,1
"6687",70,36,8,1
"6688",70,36,20,1
"6689",70,36,17,1
"6690",70,36,5,1
"6691",70,36,16,1
"6692",70,36,40,1
"6693",70,36,14,1
"6694",70,36,29,1
"6695",70,36,33,1
"6696",70,36,11,1
"6697",70,36,23,1
"6698",70,36,12,1
"6699",70,36,30,1
"6700",70,36,14,1
"6701",70,36,17,1
"6702",70,36,7,1
"6703",70,36,4,1
"6704",70,36,23,1
"6705",70,36,41,1
"6706",70,36,7,1
"6707",70,36,43,1
"6708",70,36,11,1
"6709",70,36,15,1
"6710",70,36,25,1
"6711",70,36,15,1
"6712",70,36,26,1
"6713",70,36,3,1
"6714",70,36,37,1
"6715",70,36,11,1
"6716",70,36,11,1
"6717",70,36,7,1
"6718",70,36,17,1
"6719",70,36,3,1
"6720",70,36,15,1
"6721",70,36,28,1
"6722",70,36,15,1
"6723",70,36,28,1
"6724",70,36,12,1
"6725",70,36,30,1
"6726",70,36,20,1
"6727",70,36,52,1
"6728",70,36,60,1
"6729",70,36,21,1
"6730",70,36,13,1
"6731",70,36,18,1
"6732",70,36,21,1
"6733",70,36,17,1
"6734",70,36,8,1
"6735",70,36,8,1
"6736",70,36,29,1
"6737",70,36,4,1
"6738",70,36,23,1
"6739",70,36,19,1
"6740",70,36,50,1
"6741",70,36,13,1
"6742",70,36,39,1
"6743",70,36,14,1
"6744",70,36,55,1
"6745",70,36,16,1
"6746",70,36,24,1
"6747",70,36,11,1
"6748",70,36,10,1
"6749",70,36,8,1
"6750",70,36,19,1
"6751",70,36,15,1
"6752",70,36,20,1
"6753",70,36,14,1
"6754",70,36,38,1
"6755",70,36,123,1
"6756",70,36,13,1
"6757",70,36,14,1
"6758",70,36,8,1
"6759",70,36,14,1
"6760",70,36,35,1
"6761",70,36,7,1
"6762",70,36,43,1
"6763",70,36,23,1
"6764",70,36,9,1
"6765",70,36,18,1
"6766",70,36,15,1
"6767",70,36,24,1
"6768",70,36,13,1
"6769",70,36,16,1
"6770",70,36,23,1
"6771",70,36,35,1
"6772",70,36,25,1
"6773",70,36,7,1
"6774",70,36,37,1
"6775",70,36,3,1
"6776",70,36,17,1
"6777",70,36,9,1
"6778",70,36,24,1
"6779",70,36,21,1
"6780",70,36,33,1
"6781",70,36,9,1
"6782",70,36,36,1
"6783",70,36,7,1
"6784",70,36,17,1
"6785",70,36,29,1
"6786",70,36,11,1
"6787",70,36,36,1
"6788",70,36,13,1
"6789",70,36,7,1
"6790",70,36,7,1
"6791",70,36,15,1
"6792",70,36,26,1
"6793",70,36,34,1
"6794",70,36,19,1
"6795",70,36,12,1
"6796",70,36,6,1
"6797",70,36,9,1
"6798",70,36,32,1
"6799",70,36,33,1
"6800",70,36,10,1
"6801",80,36,30,1
"6802",80,36,23,1
"6803",80,36,14,1
"6804",80,36,6,1
"6805",80,36,24,1
"6806",80,36,60,1
"6807",80,36,16,1
"6808",80,36,32,1
"6809",80,36,6,1
"6810",80,36,15,1
"6811",80,36,13,1
"6812",80,36,27,1
"6813",80,36,14,1
"6814",80,36,27,1
"6815",80,36,5,1
"6816",80,36,22,1
"6817",80,36,7,1
"6818",80,36,3,1
"6819",80,36,23,1
"6820",80,36,17,1
"6821",80,36,33,1
"6822",80,36,26,1
"6823",80,36,19,1
"6824",80,36,18,1
"6825",80,36,21,1
"6826",80,36,46,1
"6827",80,36,48,1
"6828",80,36,27,1
"6829",80,36,34,1
"6830",80,36,11,1
"6831",80,36,37,1
"6832",80,36,6,1
"6833",80,36,102,1
"6834",80,36,14,1
"6835",80,36,29,1
"6836",80,36,7,1
"6837",80,36,23,1
"6838",80,36,13,1
"6839",80,36,16,1
"6840",80,36,23,1
"6841",80,36,13,1
"6842",80,36,21,1
"6843",80,36,7,1
"6844",80,36,5,1
"6845",80,36,13,1
"6846",80,36,28,1
"6847",80,36,21,1
"6848",80,36,15,1
"6849",80,36,3,1
"6850",80,36,10,1
"6851",80,36,14,1
"6852",80,36,3,1
"6853",80,36,18,1
"6854",80,36,16,1
"6855",80,36,23,1
"6856",80,36,17,1
"6857",80,36,32,1
"6858",80,36,9,1
"6859",80,36,7,1
"6860",80,36,5,1
"6861",80,36,18,1
"6862",80,36,10,1
"6863",80,36,9,1
"6864",80,36,19,1
"6865",80,36,21,1
"6866",80,36,9,1
"6867",80,36,6,1
"6868",80,36,15,1
"6869",80,36,14,1
"6870",80,36,13,1
"6871",80,36,18,1
"6872",80,36,18,1
"6873",80,36,20,1
"6874",80,36,11,1
"6875",80,36,25,1
"6876",80,36,11,1
"6877",80,36,31,1
"6878",80,36,29,1
"6879",80,36,17,1
"6880",80,36,9,1
"6881",80,36,12,1
"6882",80,36,9,1
"6883",80,36,21,1
"6884",80,36,26,1
"6885",80,36,27,1
"6886",80,36,13,1
"6887",80,36,80,1
"6888",80,36,10,1
"6889",80,36,9,1
"6890",80,36,54,1
"6891",80,36,6,1
"6892",80,36,13,1
"6893",80,36,20,1
"6894",80,36,12,1
"6895",80,36,30,1
"6896",80,36,10,1
"6897",80,36,32,1
"6898",80,36,3,1
"6899",80,36,7,1
"6900",80,36,15,1
"6901",80,36,3,1
"6902",80,36,21,1
"6903",80,36,11,1
"6904",80,36,3,1
"6905",80,36,16,1
"6906",80,36,6,1
"6907",80,36,29,1
"6908",80,36,19,1
"6909",80,36,31,1
"6910",80,36,9,1
"6911",80,36,17,1
"6912",80,36,9,1
"6913",80,36,5,1
"6914",80,36,18,1
"6915",80,36,13,1
"6916",80,36,8,1
"6917",80,36,8,1
"6918",80,36,22,1
"6919",80,36,3,1
"6920",80,36,29,1
"6921",80,36,10,1
"6922",80,36,13,1
"6923",80,36,20,1
"6924",80,36,11,1
"6925",80,36,15,1
"6926",80,36,12,1
"6927",80,36,12,1
"6928",80,36,12,1
"6929",80,36,57,1
"6930",80,36,16,1
"6931",80,36,5,1
"6932",80,36,22,1
"6933",80,36,24,1
"6934",80,36,17,1
"6935",80,36,16,1
"6936",80,36,25,1
"6937",80,36,47,1
"6938",80,36,16,1
"6939",80,36,10,1
"6940",80,36,8,1
"6941",80,36,7,1
"6942",80,36,25,1
"6943",80,36,30,1
"6944",80,36,11,1
"6945",80,36,17,1
"6946",80,36,3,1
"6947",80,36,11,1
"6948",80,36,9,1
"6949",80,36,15,1
"6950",80,36,13,1
"6951",80,36,10,1
"6952",80,36,10,1
"6953",80,36,28,1
"6954",80,36,4,1
"6955",80,36,9,1
"6956",80,36,39,1
"6957",80,36,20,1
"6958",80,36,22,1
"6959",80,36,48,1
"6960",80,36,43,1
"6961",80,36,11,1
"6962",80,36,22,1
"6963",80,36,15,1
"6964",80,36,25,1
"6965",80,36,29,1
"6966",80,36,8,1
"6967",80,36,12,1
"6968",80,36,20,1
"6969",80,36,9,1
"6970",80,36,20,1
"6971",80,36,12,1
"6972",80,36,8,1
"6973",80,36,5,1
"6974",80,36,11,1
"6975",80,36,16,1
"6976",80,36,14,1
"6977",80,36,9,1
"6978",80,36,20,1
"6979",80,36,14,1
"6980",80,36,23,1
"6981",80,36,7,1
"6982",80,36,21,1
"6983",80,36,32,1
"6984",80,36,8,1
"6985",80,36,18,1
"6986",80,36,18,1
"6987",80,36,12,1
"6988",80,36,7,1
"6989",80,36,16,1
"6990",80,36,20,1
"6991",80,36,23,1
"6992",80,36,4,1
"6993",80,36,15,1
"6994",80,36,2,1
"6995",80,36,11,1
"6996",80,36,38,1
"6997",80,36,17,1
"6998",80,36,5,1
"6999",80,36,8,1
"7000",80,36,30,1
"7001",90,36,7,1
"7002",90,36,15,1
"7003",90,36,7,1
"7004",90,36,11,1
"7005",90,36,17,1
"7006",90,36,29,1
"7007",90,36,14,1
"7008",90,36,34,1
"7009",90,36,9,1
"7010",90,36,13,1
"7011",90,36,47,1
"7012",90,36,18,1
"7013",90,36,22,1
"7014",90,36,23,1
"7015",90,36,21,1
"7016",90,36,6,1
"7017",90,36,10,1
"7018",90,36,53,1
"7019",90,36,8,1
"7020",90,36,10,1
"7021",90,36,10,1
"7022",90,36,12,1
"7023",90,36,8,1
"7024",90,36,8,1
"7025",90,36,10,1
"7026",90,36,14,1
"7027",90,36,6,1
"7028",90,36,2,1
"7029",90,36,10,1
"7030",90,36,14,1
"7031",90,36,11,1
"7032",90,36,13,1
"7033",90,36,11,1
"7034",90,36,7,1
"7035",90,36,10,1
"7036",90,36,24,1
"7037",90,36,36,1
"7038",90,36,26,1
"7039",90,36,10,1
"7040",90,36,8,1
"7041",90,36,16,1
"7042",90,36,22,1
"7043",90,36,22,1
"7044",90,36,24,1
"7045",90,36,4,1
"7046",90,36,3,1
"7047",90,36,16,1
"7048",90,36,9,1
"7049",90,36,13,1
"7050",90,36,15,1
"7051",90,36,45,1
"7052",90,36,13,1
"7053",90,36,24,1
"7054",90,36,22,1
"7055",90,36,14,1
"7056",90,36,8,1
"7057",90,36,5,1
"7058",90,36,42,1
"7059",90,36,19,1
"7060",90,36,15,1
"7061",90,36,4,1
"7062",90,36,6,1
"7063",90,36,19,1
"7064",90,36,17,1
"7065",90,36,16,1
"7066",90,36,10,1
"7067",90,36,8,1
"7068",90,36,12,1
"7069",90,36,3,1
"7070",90,36,10,1
"7071",90,36,18,1
"7072",90,36,13,1
